ticker,sector,ind,country,atr,ipo,index
"MBII","Basic Materials","Agricultural Chemicals","USA","0.11","2013-08-02","0"
"EUXL","Financial","Exchange Traded Fund","USA","0.43",NULL,"0"
"SRE","Utilities","Diversified Utilities","USA","2.15","1998-06-29","1"
"ROAD","Industrial Goods","Heavy Construction","USA","0.79",NULL,"0"
"CLGX","Technology","Processing Systems & Products","USA","0.98","1990-03-23","0"
"ANGO","Healthcare","Medical Instruments & Supplies","USA","0.47","2004-06-01","0"
"HBIO","Healthcare","Medical Instruments & Supplies","USA","0.17","2001-03-19","0"
"APPF","Technology","Application Software","USA","3.76",NULL,"0"
"PBHC","Financial","Savings & Loans","USA","0.41","1996-05-30","0"
"NXGN","Technology","Healthcare Information Services","USA","0.57",NULL,"0"
"LAZY","Services","Auto Dealerships","USA","0.20",NULL,"0"
"RBCN","Technology","Semiconductor Equipment & Materials","USA","0.31","2007-11-16","0"
"SNGX","Healthcare","Biotechnology","USA","0.08",NULL,"0"
"TTEK","Services","Technical Services","USA","2.00","1991-12-17","0"
"AMBC","Financial","Surety & Title Insurance","USA","0.47","2013-05-01","0"
"MESO","Healthcare","Biotechnology","Australia","0.27",NULL,"0"
"SECO","Services","Specialty Retail, Other","China","0.34",NULL,"0"
"DRIP","Financial","Exchange Traded Fund","USA","10.94",NULL,"0"
"GSH","Services","Railroads","China","0.35","1996-05-13","0"
"TSM","Technology","Semiconductor - Integrated Circuits","Taiwan","0.79","1997-10-09","0"
"KOD","Healthcare","Biotechnology","USA","0.94",NULL,"0"
"AMCX","Services","Entertainment - Diversified","USA","1.33","2011-06-16","0"
"HCFT","Financial","REIT - Residential","USA","0.05",NULL,"0"
"PSTL","Financial","REIT - Office","USA","0.29",NULL,"0"
"HSKA","Healthcare","Medical Laboratories & Research","USA","3.28","1997-07-01","0"
"SCX","Industrial Goods","Small Tools & Accessories","USA","0.23","1987-12-30","0"
"RUSS","Financial","Exchange Traded Fund","USA","0.38","2011-05-25","0"
"NTES","Technology","Internet Software & Services","China","8.77","2000-06-30","0"
"HPQ","Technology","Diversified Computer Systems","USA","0.48","1962-01-02","1"
"ACIW","Technology","Technical & System Software","USA","0.89","1995-02-27","0"
"AGRO","Consumer Goods","Farm Products","Luxembourg","0.25","2011-01-28","0"
"LOGM","Technology","Application Software","USA","1.83","2009-07-01","0"
"MOH","Healthcare","Health Care Plans","USA","4.26","2003-07-02","0"
"NRGD",,,,NULL,NULL,"0"
"TRMT","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"SSTK","Services","Business Services","USA","1.07","2012-10-11","0"
"IPGP","Technology","Semiconductor Equipment & Materials","USA","5.00","2006-12-13","0"
"MDC","Industrial Goods","Residential Construction","USA","1.13","1980-03-11","0"
"LCTX","Healthcare","Biotechnology","USA","0.08",NULL,"0"
"OMAB","Services","Air Services, Other","Mexico","0.95","2006-11-29","0"
"IIIV","Technology","Business Software & Services","USA","1.40",NULL,"0"
"VEEV","Technology","Healthcare Information Services","USA","5.81","2013-10-16","0"
"GPI","Services","Auto Dealerships","USA","2.99","1997-10-30","0"
"SSBI","Financial","Regional - Pacific Banks","USA","0.18","2006-07-14","0"
"DOCU","Technology","Business Software & Services","USA","2.57",NULL,"0"
"ERY","Financial","Exchange Traded Fund","USA","3.13","2008-11-19","0"
"KNSL","Financial","Property & Casualty Insurance","USA","2.93",NULL,"0"
"BTI","Consumer Goods","Cigarettes","United Kingdom","0.69","1980-04-14","0"
"CCMP","Technology","Semiconductor Equipment & Materials","USA","3.58","2000-04-05","0"
"ZBRA","Technology","Communication Equipment","USA","6.84","1991-08-15","0"
"WPP","Services","Advertising Agencies","USA","1.15","1990-03-26","0"
"CCLP","Basic Materials","Oil & Gas Equipment & Services","USA","0.16","2011-06-15","0"
"GCO","Services","Apparel Stores","USA","2.12","1985-07-01","0"
"LNDC","Consumer Goods","Farm Products","USA","0.38","1996-02-15","0"
"LEN","Industrial Goods","Residential Construction","USA","1.21","1987-11-05","1"
"FRLG",,,,NULL,NULL,"0"
"PENN","Services","Resorts & Casinos","USA","0.67","1994-05-26","0"
"DHIL","Financial","Asset Management","USA","2.97","1997-05-09","0"
"PARR","Basic Materials","Oil & Gas Refining & Marketing","USA","0.55","2012-09-05","0"
"BCSF","Financial","Asset Management","USA","0.27",NULL,"0"
"HALO","Healthcare","Biotechnology","USA","0.54","2004-03-16","0"
"USM","Technology","Wireless Communications","USA","1.10","1992-03-17","0"
"LMRK","Financial","Property Management","USA","0.40","2014-11-17","0"
"MCRB","Healthcare","Biotechnology","USA","0.30",NULL,"0"
"CLNY","Financial","REIT - Diversified","USA","0.17","2009-09-24","0"
"ICUI","Healthcare","Medical Instruments & Supplies","USA","7.52","1992-03-31","0"
"CYRX","Consumer Goods","Packaging & Containers","USA","1.30",NULL,"0"
"DHR","Industrial Goods","Diversified Machinery","USA","3.20","1987-11-05","1"
"ROKU","Services","CATV Systems","USA","8.64",NULL,"0"
"ALB","Basic Materials","Specialty Chemicals","USA","2.56","1994-02-22","1"
"DBX","Technology","Application Software","USA","0.65",NULL,"0"
"GIII","Consumer Goods","Textile - Apparel Clothing","USA","1.54","1990-03-26","0"
"WYND","Services","Lodging","USA","1.28",NULL,"0"
"SGH","Technology","Semiconductor- Memory Chips","USA","1.12",NULL,"0"
"CPSH","Technology","Diversified Electronics","USA","0.07",NULL,"0"
"JCOM","Technology","Internet Software & Services","USA","1.74","1999-07-23","0"
"SLP","Technology","Business Software & Services","USA","1.64","1997-06-19","0"
"SEDG","Technology","Semiconductor - Specialized","Israel","5.07",NULL,"0"
"LEND","Financial","Exchange Traded Fund","USA","0.36",NULL,"0"
"TA","Services","Specialty Retail, Other","USA","0.75","2007-02-01","0"
"DHT","Services","Shipping","Bermuda","0.20","2005-10-13","0"
"BDX","Healthcare","Medical Instruments & Supplies","USA","5.72","1983-04-06","1"
"S","Technology","Wireless Communications","USA","0.14","1984-11-08","0"
"GH","Healthcare","Medical Laboratories & Research","USA","5.17",NULL,"0"
"PRGX","Services","Business Services","USA","0.41","1996-03-27","0"
"AVDR","Healthcare","Medical Appliances & Equipment","USA","1.31",NULL,"0"
"SQ","Technology","Internet Software & Services","USA","2.35",NULL,"0"
"INTT","Technology","Semiconductor - Integrated Circuits","USA","0.24","1997-06-17","0"
"XERS","Healthcare","Biotechnology","USA","0.99",NULL,"0"
"HQI",,,,NULL,NULL,"0"
"MGA","Services","Auto Parts Wholesale","Canada","1.21","1990-03-26","0"
"ANSS","Technology","Application Software","USA","6.28","1996-06-21","0"
"PBT","Basic Materials","Independent Oil & Gas","USA","0.15","1987-12-30","0"
"DOOO","Consumer Goods","Recreational Vehicles","Canada","1.26",NULL,"0"
"TEAM","Technology","Information Technology Services","Australia","5.73",NULL,"0"
"DTSS",,,,NULL,NULL,"0"
"LGIH","Financial","Real Estate Development","USA","2.86","2013-11-07","0"
"HHR","Services","Staffing & Outsourcing Services","Russia","0.88",NULL,"0"
"MFD","Financial","Closed-End Fund - Equity","USA","0.15","2004-05-06","0"
"LASR","Technology","Semiconductor - Broad Line","USA","0.68",NULL,"0"
"SHOP","Technology","Application Software","Canada","16.23",NULL,"0"
"GLDD","Industrial Goods","Heavy Construction","USA","0.34","2006-12-27","0"
"MERC","Consumer Goods","Paper & Paper Products","Canada","0.42","1990-03-26","0"
"AESE",,,,NULL,NULL,"0"
"ADPT","Healthcare","Biotechnology","USA","4.06","2014-06-25","0"
"FSI","Basic Materials","Specialty Chemicals","Canada","0.19","1999-10-12","0"
"PLUS","Technology","Application Software","USA","3.16","1996-11-15","0"
"GGB","Basic Materials","Steel & Iron","Brazil","0.13","1999-03-10","0"
"X","Basic Materials","Steel & Iron","USA","0.65","1991-04-12","0"
"NOMD","Consumer Goods","Processed & Packaged Goods","United Kingdom","0.49",NULL,"0"
"INCY","Healthcare","Biotechnology","USA","2.56","1993-11-04","0"
"JJA","Financial","Exchange Traded Fund","USA","0.40","2007-10-25","0"
"ETON","Healthcare","Biotechnology","USA","0.37",NULL,"0"
"ASML","Technology","Semiconductor Equipment & Materials","Netherlands","4.81","1995-03-16","0"
"CAKE","Services","Restaurants","USA","1.32","1992-09-18","0"
"GSX","Services","Education & Training Services","USA","0.94",NULL,"0"
"BKE","Services","Apparel Stores","USA","1.00","1992-05-11","0"
"WPX","Basic Materials","Independent Oil & Gas","USA","0.50","2011-12-12","0"
"MPV","Financial","Closed-End Fund - Debt","USA","0.35","1989-06-30","0"
"HPR","Basic Materials","Independent Oil & Gas","USA","0.12",NULL,"0"
"TEX","Industrial Goods","Farm & Construction Machinery","USA","1.00","1990-03-26","0"
"MO","Consumer Goods","Cigarettes","USA","1.33","1970-01-02","1"
"TPAY","Financial","Exchange Traded Fund","USA","0.38",NULL,"0"
"UI","Technology","Communication Equipment","USA","3.38",NULL,"0"
"STE","Healthcare","Medical Instruments & Supplies","USA","3.52","1992-06-01","0"
"UA","Consumer Goods","Textile - Apparel Clothing","USA","0.55","2005-11-18","1"
"MODN","Technology","Application Software","USA","0.84","2013-03-20","0"
"SOYB","Financial","Exchange Traded Fund","USA","0.19","2011-09-19","0"
"RHI","Services","Staffing & Outsourcing Services","USA","1.37","1992-03-10","1"
"DIOD","Technology","Semiconductor - Integrated Circuits","USA","1.39","1992-03-17","0"
"FSBW","Financial","Regional - Pacific Banks","USA","1.01","2012-07-10","0"
"DLPH","Consumer Goods","Auto Parts","United Kingdom","0.94","2011-11-17","1"
"LOAN","Financial","Credit Services","USA","0.10","1999-05-13","0"
"NTRA","Healthcare","Medical Laboratories & Research","USA","1.66",NULL,"0"
"TPTX","Healthcare","Biotechnology","USA","3.61",NULL,"0"
"MYOK","Healthcare","Biotechnology","USA","2.34",NULL,"0"
"IPWR","Industrial Goods","Diversified Machinery","USA","0.48","2013-11-22","0"
"CONE","Financial","REIT - Diversified","USA","1.87","2013-01-18","0"
"CMBM","Technology","Communication Equipment","USA","0.89",NULL,"0"
"UAA","Consumer Goods","Textile - Apparel Clothing","USA","0.67",NULL,"0"
"SBFG","Financial","Regional - Midwest Banks","USA","0.17","1999-01-04","0"
"AYI","Technology","Diversified Electronics","USA","4.22","2001-12-03","1"
"AN","Services","Auto Dealerships","USA","1.29","1992-03-03","1"
"RYTM","Healthcare","Biotechnology","USA","1.29",NULL,"0"
"CGNX","Technology","Scientific & Technical Instruments","USA","1.43","1989-10-09","0"
"CATB","Healthcare","Biotechnology","USA","0.35",NULL,"0"
"PEN","Healthcare","Medical Instruments & Supplies","USA","5.95",NULL,"0"
"ESTA","Healthcare","Medical Appliances & Equipment","Costa Rica","1.33",NULL,"0"
"ROL","Services","Business Services","USA","0.65","1987-12-30","0"
"FRD","Basic Materials","Steel & Iron","USA","0.22","1992-03-17","0"
"OII","Basic Materials","Oil & Gas Equipment & Services","USA","0.76","1990-03-26","0"
"EQ","Healthcare","Biotechnology","USA","0.34",NULL,"0"
"FEYE","Technology","Application Software","USA","0.36","2013-09-20","0"
"MHH","Services","Staffing & Outsourcing Services","USA","0.21","2008-11-19","0"
"GSIT","Technology","Semiconductor - Broad Line","USA","0.21","2007-03-29","0"
"FHL","Financial","Asset Management","Hong Kong","0.40",NULL,"0"
"CRF","Financial","Asset Management","USA","0.16","1987-11-05","0"
"CNR","Services","Air Delivery & Freight Services","Hong Kong","0.42","1999-04-21","0"
"EEFT","Services","Business Services","USA","3.64","1997-03-07","0"
"TLRD","Services","Apparel Stores","USA","0.66",NULL,"0"
"VC","Consumer Goods","Auto Parts","USA","3.79","2010-10-05","0"
"ROM","Financial","Exchange Traded Fund","USA","3.80","2007-02-01","0"
"NVRO","Healthcare","Medical Appliances & Equipment","USA","3.10","2014-11-06","0"
"NTIP","Technology","Communication Equipment","USA","0.09","2003-11-24","0"
"RP","Technology","Application Software","USA","1.62","2010-08-12","0"
"CART","Financial","Regional - Mid-Atlantic Banks","USA","0.26","2004-12-21","0"
"CHU","Technology","Wireless Communications","Hong Kong","0.20","2000-06-21","0"
"AIQ","Financial","Exchange Traded Fund","USA","0.23","2001-07-31","0"
"DGZ","Financial","Exchange Traded Fund","USA","0.16","2008-02-29","0"
"TAST","Services","Restaurants","USA","0.40","2006-12-15","0"
"MUA","Financial","Closed-End Fund - Debt","USA","0.21","1994-10-27","0"
"WHR","Consumer Goods","Appliances","USA","4.04","1983-06-10","1"
"GLUU","Technology","Multimedia & Graphics Software","USA","0.27","2007-03-22","0"
"GWGH","Financial","Life Insurance","USA","0.70","2014-09-25","0"
"IDN","Technology","Application Software","USA","0.30","1999-11-19","0"
"FIZZ","Consumer Goods","Beverages - Soft Drinks","USA","2.09","1991-09-16","0"
"IPHI","Technology","Semiconductor - Broad Line","USA","2.19","2010-11-12","0"
"NAII","Healthcare","Drug Related Products","USA","0.31","1993-10-28","0"
"INFO","Services","Business Services","United Kingdom","1.22",NULL,"0"
"PEIX","Basic Materials","Oil & Gas Refining & Marketing","USA","0.09","2005-03-24","0"
"QDEL","Healthcare","Diagnostic Substances","USA","2.99","1992-03-03","0"
"RIV","Financial","Closed-End Fund - Equity","USA","0.18",NULL,"0"
"INXN","Technology","Information Technology Services","Netherlands","1.88","2011-01-28","0"
"NVCR","Healthcare","Medical Appliances & Equipment","USA","4.05",NULL,"0"
"SBAC","Technology","Diversified Communication Services","USA","5.56","1999-06-16","0"
"ASUR","Technology","Business Software & Services","USA","0.41","1992-04-07","0"
"SINA","Technology","Internet Software & Services","China","1.51","2000-04-13","0"
"ANIK","Healthcare","Biotechnology","USA","1.91","1993-05-04","0"
"HLT","Services","Lodging","USA","1.95","2013-12-12","0"
"ICCH",,,,NULL,NULL,"0"
"UGE","Financial","Exchange Traded Fund","USA","0.81","2007-02-01","0"
"NET",,,,NULL,NULL,"0"
"TDOC","Technology","Healthcare Information Services","USA","2.81",NULL,"0"
"SCD","Financial","Closed-End Fund - Equity","USA","0.28","2004-02-25","0"
"TCI","Financial","REIT - Diversified","USA","0.93","1987-11-05","0"
"MDLX",,,,NULL,NULL,"0"
"NUE","Basic Materials","Steel & Iron","USA","1.33","1983-09-01","1"
"FMC","Basic Materials","Chemicals - Major Diversified","USA","1.95","1985-07-01","1"
"RXL","Financial","Exchange Traded Fund","USA","2.30","2007-02-01","0"
"MELI","Services","Catalog & Mail Order Houses","Argentina","26.61","2007-08-10","0"
"FUL","Basic Materials","Specialty Chemicals","USA","1.30","1990-03-26","0"
"BAX","Healthcare","Medical Instruments & Supplies","USA","1.68","1981-10-27","1"
"NSTG","Healthcare","Biotechnology","USA","1.27","2013-06-26","0"
"MOD","Consumer Goods","Auto Parts","USA","0.45","1990-03-26","0"
"FOSL","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","0.66","1993-04-08","1"
"R","Services","Rental & Leasing Services","USA","1.68","1980-01-02","1"
"PAK","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"FOF","Financial","Closed-End Fund - Equity","USA","0.21","2006-11-28","0"
"ACLS","Technology","Semiconductor Equipment & Materials","USA","0.61","2000-07-11","0"
"DELL","Technology","Personal Computers","USA","1.85",NULL,"0"
"ADT","Services","Security & Protection Services","USA","0.26","2012-10-01","0"
"GTYH","Conglomerates","Conglomerates","USA","0.37",NULL,"0"
"MTDR","Basic Materials","Independent Oil & Gas","USA","0.94","2012-02-02","0"
"UIHC","Financial","Property & Casualty Insurance","USA","0.52","2007-11-07","0"
"SNDR","Services","Trucking","USA","0.69",NULL,"0"
"MTH","Industrial Goods","Residential Construction","USA","1.72","1988-12-16","0"
"MCHP","Technology","Semiconductor - Broad Line","USA","2.59","1993-03-19","1"
"HOLX","Healthcare","Medical Instruments & Supplies","USA","0.93","1990-03-26","1"
"YY","Technology","Internet Information Providers","China","2.14","2012-11-21","0"
"AKAM","Technology","Internet Information Providers","USA","2.30","1999-10-29","1"
"ORC","Financial","REIT - Residential","USA","0.14","2013-02-14","0"
"CSL","Consumer Goods","Rubber & Plastics","USA","3.18","1987-11-05","0"
"PRFT","Technology","Information Technology Services","USA","1.03","1999-07-29","0"
"QLD","Financial","Exchange Traded Fund","USA","2.83","2006-06-21","0"
"FTCH","Services","Specialty Retail, Other","United Kingdom","0.88",NULL,"0"
"DENN","Services","Restaurants","USA","0.45","1998-01-08","0"
"USD","Financial","Exchange Traded Fund","USA","1.75","2007-02-01","0"
"GSC","Financial","Exchange Traded Fund","USA","0.35","2007-12-27","0"
"CTRM","Services","Shipping","Cyprus","0.39",NULL,"0"
"NKTR","Healthcare","Biotechnology","USA","1.31","1994-05-03","0"
"FANH","Financial","Insurance Brokers","China","0.95",NULL,"0"
"SRDX","Healthcare","Diagnostic Substances","USA","1.91","1998-03-04","0"
"KLDO","Healthcare","Biotechnology","USA","0.70",NULL,"0"
"MHO","Industrial Goods","Residential Construction","USA","0.91","1993-11-03","0"
"ITP","Consumer Goods","Paper & Paper Products","China","0.05",NULL,"0"
"DSSI","Services","Shipping","USA","0.47",NULL,"0"
"UFAB","Consumer Goods","Auto Parts","USA","0.16",NULL,"0"
"PHM","Industrial Goods","Residential Construction","USA","0.62","1985-07-01","1"
"OTTW","Financial","Regional - Midwest Banks","USA","0.07",NULL,"0"
"AZPN","Technology","Business Software & Services","USA","4.20","1994-10-26","0"
"APWC","Industrial Goods","Industrial Electrical Equipment","Taiwan","0.03","2003-07-15","0"
"NEPH",,,,NULL,NULL,"0"
"MDP","Services","Publishing - Periodicals","USA","2.21","1985-07-01","0"
"QSR","Services","Restaurants","Canada","1.67","2014-12-11","0"
"NKE","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","1.78","1980-12-02","2"
"SE","Technology","Multimedia & Graphics Software","USA","1.62","2007-01-03","1"
"XPP","Financial","Exchange Traded Fund","USA","1.36","2009-06-04","0"
"AT","Utilities","Electric Utilities","USA","0.06","2009-12-03","0"
"EVSI",,,,NULL,NULL,"0"
"ORCL","Technology","Application Software","USA","1.25","1986-03-12","1"
"SSNC","Technology","Business Software & Services","USA","1.24","2010-03-31","0"
"EPRT","Financial","REIT - Diversified","USA","0.49",NULL,"0"
"ISSC","Industrial Goods","Aerospace/Defense Products & Services","USA","0.28","2000-08-04","0"
"SSD","Industrial Goods","Small Tools & Accessories","USA","1.36","1994-05-26","0"
"ADSK","Technology","Technical & System Software","USA","4.95","1985-07-01","1"
"KMPH","Healthcare","Biotechnology","USA","0.11",NULL,"0"
"ASR","Services","Air Services, Other","Mexico","3.45","2000-09-28","0"
"NFLX","Services","CATV Systems","USA","8.87","2002-05-23","1"
"BDXA","Financial","Exchange Traded Fund","USA","1.13",NULL,"0"
"ADXS","Healthcare","Biotechnology","USA","0.04","2005-07-28","0"
"STG","Services","Education & Training Services","China","0.19",NULL,"0"
"EML","Industrial Goods","Small Tools & Accessories","USA","1.25","1992-03-17","0"
"USAI","Financial","Exchange Traded Fund","USA","0.26",NULL,"0"
"DPZ","Services","Restaurants","USA","6.45","2004-07-13","0"
"ABC","Services","Drugs Wholesale","USA","2.58","1995-04-04","1"
"HTD","Financial","Closed-End Fund - Debt","USA","0.32","2004-02-25","0"
"FOE","Basic Materials","Specialty Chemicals","USA","0.49","1987-11-05","0"
"EVR","Financial","Asset Management","USA","2.24","2006-08-14","0"
"WCN","Industrial Goods","Waste Management","USA","1.49","1998-05-22","0"
"FI","Basic Materials","Oil & Gas Pipelines","Netherlands","0.27","2013-08-09","0"
"ROG","Technology","Diversified Electronics","USA","5.57","1980-03-17","0"
"SELF","Financial","REIT - Industrial","USA","0.16",NULL,"0"
"NEON","Technology","Diversified Electronics","Sweden","0.22","1992-03-03","0"
"CREE","Technology","Semiconductor Equipment & Materials","USA","2.23","1993-02-09","0"
"CLM","Financial","Asset Management","USA","0.15","2002-08-02","0"
"GDS","Technology","Data Storage Devices","China","1.70",NULL,"0"
"PJT","Financial","Asset Management","USA","1.18",NULL,"0"
"CARS","Services","Auto Dealerships","USA","0.61",NULL,"0"
"ERH","Financial","Asset Management","USA","0.13","2004-04-28","0"
"BCYC","Healthcare","Biotechnology","United Kingdom","0.85",NULL,"0"
"EXPE","Services","Lodging","USA","2.25","2005-07-21","1"
"TAGS","Financial","Exchange Traded Fund","USA","0.23","2012-03-28","0"
"MWK","Consumer Goods","Electronic Equipment","USA","0.66",NULL,"0"
"PLYA","Services","Resorts & Casinos","USA","0.24",NULL,"0"
"EBMT","Financial","Regional - Pacific Banks","USA","0.49","2000-04-06","0"
"USFD","Services","Food Wholesale","USA","0.87",NULL,"0"
"OCCI","Financial","Asset Management","USA","0.21",NULL,"0"
"AZZ","Industrial Goods","Diversified Machinery","USA","1.17","1984-09-07","0"
"CO","Healthcare","Biotechnology","Hong Kong","0.37","2007-05-09","0"
"KTB","Consumer Goods","Textile - Apparel Clothing","USA","1.64",NULL,"0"
"BL","Technology","Application Software","USA","2.05",NULL,"0"
"PETQ","Healthcare","Drugs - Generic","USA","1.68",NULL,"0"
"CPA","Services","Regional Airlines","Panama","3.13","2005-12-15","0"
"UG","Consumer Goods","Personal Products","USA","0.37","1992-03-17","0"
"AFYA","Services","Education & Training Services","Brazil","2.03",NULL,"0"
"ENTG","Technology","Semiconductor Equipment & Materials","USA","1.16","2000-07-11","0"
"ECPG","Financial","Asset Management","USA","1.51","1999-07-09","0"
"TJX","Services","Department Stores","USA","1.22","1988-01-05","1"
"LKCO","Technology","Application Software","China","0.49",NULL,"0"
"CPRI","Consumer Goods","Textile - Apparel Clothing","United Kingdom","1.38",NULL,"0"
"PRGO","Healthcare","Drug Related Products","Ireland","1.81","1991-12-17","1"
"WBA","Services","Drug Stores","USA","1.45","1985-07-01","1"
"CACI","Technology","Information Technology Services","USA","5.65","1984-09-07","0"
"XBIT","Healthcare","Biotechnology","USA","0.42",NULL,"0"
"TXN","Technology","Semiconductor - Broad Line","USA","2.66","1972-06-01","1"
"UAVS","Technology","Computer Based Systems","USA","0.03",NULL,"0"
"UYM","Financial","Exchange Traded Fund","USA","1.40","2007-02-01","0"
"LAD","Services","Auto Dealerships","USA","4.05","1996-12-18","0"
"MGM","Services","Resorts & Casinos","USA","0.68","1990-01-12","0"
"QTT","Technology","Internet Information Providers","China","0.30",NULL,"0"
"SMTX","Technology","Printed Circuit Boards","Canada","0.17","2000-07-21","0"
"OUT","Services","Marketing Services","USA","0.72","2014-03-28","0"
"SXT","Basic Materials","Specialty Chemicals","USA","1.51","1988-01-05","0"
"CHMA","Healthcare","Biotechnology","USA","0.29",NULL,"0"
"EWY","Financial","Exchange Traded Fund","USA","0.74","2000-05-12","0"
"INTG","Financial","Property Management","USA","0.37","1995-08-18","0"
"MSM","Services","Industrial Equipment Wholesale","USA","1.81","1995-12-15","0"
"HUBG","Services","Air Delivery & Freight Services","USA","1.34","1996-03-13","0"
"DSGX","Technology","Business Software & Services","Canada","0.90","1999-01-27","0"
"VRSK","Services","Business Services","USA","3.05","2009-10-07","1"
"NEED","Financial","Exchange Traded Fund","USA","0.95",NULL,"0"
"BZH","Industrial Goods","Residential Construction","USA","0.51","1994-02-23","0"
"HTY","Financial","Closed-End Fund - Equity","USA","0.08","2007-09-26","0"
"MDJH","Financial","Property Management","China","0.49",NULL,"0"
"CLB","Basic Materials","Oil & Gas Equipment & Services","Netherlands","1.93","1995-09-21","0"
"M","Services","Department Stores","USA","0.77","1992-02-05","1"
"BXC","Services","Building Materials Wholesale","USA","1.28","2004-12-14","0"
"WES","Basic Materials","Oil & Gas Pipelines","USA","0.78","2008-05-09","0"
"OSUR","Healthcare","Medical Instruments & Supplies","USA","0.29","1992-03-17","0"
"HELE","Consumer Goods","Housewares & Accessories","Bermuda","3.68","1990-03-26","0"
"WEAT","Financial","Exchange Traded Fund","USA","0.09","2011-09-19","0"
"SAUC","Services","Restaurants","USA","0.06",NULL,"0"
"FNGO",,,,NULL,NULL,"0"
"NSIT","Technology","Information Technology Services","USA","1.68","1995-01-25","0"
"TSLF",,,,NULL,"2013-09-20","0"
"TAWK",,,,NULL,NULL,"0"
"OMCL","Technology","Healthcare Information Services","USA","2.45","2001-08-09","0"
"NEU","Basic Materials","Specialty Chemicals","USA","9.11","1985-08-06","0"
"RNP","Financial","Closed-End Fund - Debt","USA","0.36","2003-06-25","0"
"TORC","Healthcare","Biotechnology","USA","0.48",NULL,"0"
"CODA","Industrial Goods","Aerospace/Defense Products & Services","USA","0.71",NULL,"0"
"PHG","Consumer Goods","Electronic Equipment","Netherlands","0.60","1987-12-30","0"
"VRTX","Healthcare","Biotechnology","USA","4.70","1991-07-24","1"
"TSCO","Services","Specialty Retail, Other","USA","3.17","1994-02-18","1"
"FIF","Financial","Closed-End Fund - Equity","USA","0.19","2011-09-28","0"
"G","Services","Business Services","Bermuda","0.87","2007-08-02","0"
"SAFE","Financial","REIT - Diversified","USA","1.04",NULL,"0"
"HCXY",,,,NULL,NULL,"0"
"DRI","Services","Restaurants","USA","2.57","1995-05-09","1"
"CVS","Healthcare","Health Care Plans","USA","1.37","1984-12-17","1"
"MTLS","Technology","Application Software","Belgium","0.92","2014-06-25","0"
"FIS","Technology","Information Technology Services","USA","3.18","2001-06-20","1"
"WSO","Services","Electronics Wholesale","USA","3.19","1984-06-07","0"
"EBAY","Services","Specialty Retail, Other","USA","0.90","1998-09-24","1"
"TSQ","Services","Broadcasting - Radio","USA","0.25","2014-07-24","0"
"UMH","Financial","REIT - Diversified","USA","0.36","1993-12-06","0"
"SLGL","Healthcare","Biotechnology","Israel","0.35",NULL,"0"
"HMTV","Services","CATV Systems","USA","0.39","2013-04-05","0"
"HAE","Healthcare","Medical Instruments & Supplies","USA","3.88","1991-05-10","0"
"PCOM","Technology","Internet Information Providers","Canada","0.45","2011-02-10","0"
"EDI","Financial","Closed-End Fund - Debt","USA","0.26","2012-10-26","0"
"JKHY","Technology","Business Software & Services","USA","2.90","1990-03-26","0"
"CVLY","Financial","Regional - Northeast Banks","USA","0.86","1997-04-25","0"
"ELY","Consumer Goods","Sporting Goods","USA","0.68","1992-02-28","0"
"ZLAB","Healthcare","Biotechnology","China","1.69",NULL,"0"
"SPOT","Services","Broadcasting - Radio","Luxembourg","4.16",NULL,"0"
"IRET","Financial","REIT - Diversified","USA","1.49","1997-10-17","0"
"FLGT","Healthcare","Medical Laboratories & Research","USA","0.96",NULL,"0"
"NSPR","Healthcare","Medical Appliances & Equipment","Israel","0.53","2011-04-12","0"
"DNKN","Services","Restaurants","USA","1.73","2011-07-27","0"
"EOLS","Healthcare","Drugs - Generic","USA","1.02",NULL,"0"
"TMUS","Technology","Wireless Communications","USA","1.18","2007-04-19","0"
"DEUR","Financial","Exchange Traded Fund","USA","0.45",NULL,"0"
"PII","Consumer Goods","Recreational Vehicles","USA","3.33","1987-09-16","0"
"HVBC",,,,NULL,NULL,"0"
"IAE","Financial","Closed-End Fund - Foreign","USA","0.13","2007-03-28","0"
"NUAN","Technology","Application Software","USA","0.45","1995-12-11","0"
"IFF","Basic Materials","Specialty Chemicals","USA","3.30","1981-12-31","1"
"PSL","Financial","Exchange Traded Fund","USA","0.88","2006-10-12","0"
"LH","Healthcare","Medical Laboratories & Research","USA","3.22","1990-03-29","1"
"SITE","Industrial Goods","Small Tools & Accessories","USA","2.56",NULL,"0"
"GMED","Healthcare","Medical Appliances & Equipment","USA","1.31","2012-08-03","0"
"GVA","Industrial Goods","Heavy Construction","USA","1.17","1992-02-25","0"
"BPT","Basic Materials","Oil & Gas Refining & Marketing","USA","0.54","1989-05-24","0"
"CBT","Basic Materials","Specialty Chemicals","USA","1.50","1980-11-05","0"
"QUAD","Services","Business Services","USA","0.48","2010-07-06","0"
"CI","Healthcare","Health Care Plans","USA","5.03","1982-03-31","1"
"PLUG","Technology","Diversified Electronics","USA","0.11","1999-10-29","0"
"TRMB","Technology","Scientific & Technical Instruments","USA","0.94","1992-03-03","0"
